,Artist,Biography,Listeners,Playcount,Similar
482,Nilla Pizzi,"At eighteen years, Nilla Pizzi peaks the competition Cinquemila Liras for a smile wins, indetto from a newspaper and standard-bearer of the competition for Miss Italy. In the meantime already he has married himself with I guide Peaks, a building young person manovale that, although you carry its same last name, is not its relative. The wedding, accomplice the war that separates the brace, does not work. But Nilla has found however its road. Between <a href=""https://www.last.fm/music/Nilla+Pizzi"">Read more on Last.fm</a>",25616,121038,"(""Flo Sandon's"", 'Carla Boni', 'Alberto Rabagliati', 'Luciano Tajoli', 'Ernesto Bonino')"
483,Edda Heiðrún Backman,"Icelandic singer and artist. <a href=""https://www.last.fm/music/Edda+Hei%C3%B0r%C3%BAn+Backman"">Read more on Last.fm</a>",1184,16760,"('Leikhópurinn Lína Langsokkur', 'Jón Jósep Snæbjörnsson', 'Katla María', 'Ragnhildur Gísladóttir', 'Pálmi Gunnarsson')"
484,Odair Jose," <a href=""https://www.last.fm/music/+noredirect/Odair+Jose"">Read more on Last.fm</a>",27571,271186,()
485,Nachiketa Chakraborty,"this is the correct page. ( based on commercial name)
http://www.last.fm/music/Nachiketa

Please delete this page.  <a href=""https://www.last.fm/music/Nachiketa+Chakraborty"">Read more on Last.fm</a>",2368,29036,"('Rupam Islam', 'Iman Chakraborty', 'lagnajita chakraborty', 'Rupankar Bagchi', 'Silajit')"
486,Jina Stoeva," <a href=""https://www.last.fm/music/+noredirect/Jina+Stoeva"">Read more on Last.fm</a>",255,2359,()
487,Chá de Flores," <a href=""https://www.last.fm/music/Ch%C3%A1+de+Flores"">Read more on Last.fm</a>",125,1981,"('Espantalho', 'Cabocrioulo', 'Underflow', 'Platinados', 'Charlie Perfume')"
488,Fábio Jr.,"Nome: Flávio Airosa Correia Galvão
Nascimento: 21/11/1953
Origem: São Paulo / São Paulo - Brazil

Fábio Ariosa Correia Galvão nasceu em São Paulo no ano de 1953. Ainda pequeno, começou a interpretar músicas da Jovem Guarda em programas infantis. Seus primeiros álbuns foram de composições em inglês. Fábio Jr., além de cantor e compositor, também é ator, já atuou em diversas novelas da Rede Globo, e foi protagonista da novela “Antonio Alves, Taxista” exibida pelo SBT. <a href=""https://www.last.fm/music/+noredirect/F%C3%A1bio+Jr."">Read more on Last.fm</a>",99280,963330,"('Roupa Nova', 'José Augusto', 'Guilherme Arantes', 'Roberto Carlos', 'Fagner')"
489,NRG,"There are at least 6 Groups and two independent artists with this name:

01. NRG is a South African pop group formed in 2011 consisting of Christiaan Botha, Rowan Zerf, Abel Knobel, and Stephantasties.

02. NRG is Korean hip hop and dance boyband. NRG is the acronym for New Radiancy Group. Originally a five-member group, then became a 3 member group when the leader Lee Sungjin left for his pursue of acting and as an announcer and Chun Myong hoon left for music producing. <a href=""https://www.last.fm/music/NRG"">Read more on Last.fm</a>",52078,280682,"('H.O.T', '신화', 'SECHSKIES', 'Click-B', 'Baby V.O.X')"
490,Tapio Rautavaara,"Kaj Tapio (”Tapsa”) Rautavaara (8 March 1915 in Northern Pirkkala, Finland – 25 September 1979 in Helsinki, Finland) was a Finnish athlete, singer, and film actor. Rautavaara was one of the most beloved singers in Finland. Some of his famous songs include Isoisän olkihattu, Reppu ja reissumies, Korttipakka, Lapin jenkka, Juokse sinä humma, Kulkuri ja joutsen, Tuopin jäljet, Sininen uni and Anttilan keväthuumaus. After the war Rautavaara met Reino Helismaa <a href=""https://www.last.fm/music/Tapio+Rautavaara"">Read more on Last.fm</a>",27105,738439,"('Tapani Kansa', 'Olavi Virta', 'Katri Helena', 'Kari Tapio', 'Rauli Badding Somerjoki')"
491,Ruth Marlene,"Ruth Marlene is a Portuguese singer. <a href=""https://www.last.fm/music/Ruth+Marlene"">Read more on Last.fm</a>",6552,34251,"('José Malhoa', 'Fernando Correia Marques', 'Tayti', 'Ágata', 'Rosinha')"
492,Thanh Trúc," <a href=""https://www.last.fm/music/Thanh+Tr%C3%BAc"">Read more on Last.fm</a>",525,2860,"('Minh Tuyết', 'Nhu Quynh', 'Shayla', 'Tutt', 'Lâm Thúy Vân')"
493,DM3,"Fronted by singer/ guitarist Dom Mariani (formerly of The Stems, Someloves and The Lime Spiders) DM3 got their start in 1992 along with Bassist Toni Italiano and Drummer Pascal Bartolone. Bringing out their own muscular brand of power-pop from Perth, Australia. Whether it's the garage revivalism of the Stems, or the sweet pop of the Someloves, or the more muscular power-pop of  DM3, emphasis is always on indelible hooks. Their musicianship is of a high standard. <a href=""https://www.last.fm/music/DM3"">Read more on Last.fm</a>",3584,50232,"('The Someloves', 'Dom Mariani', 'The Greenberry Woods', 'The Orange Humble Band', 'Adam Schmitt')"
494,Andrej Šifrer,"Andrej Šifrer, Slovenian singer and composer of popular music * 1 May 1952, Stražišče in Kranj.

Musical career began in 1971 with a group of Tektiti (even though it was his first group previously - ajvar & Co.). In 1975 he recorded his first song, media attention is reached with the song Zoboblues (1976). Šifrer enumerated the many musical hits such as ""Vse manj je dobrih gostiln"", ""Moj Oče"", ""Bil sem mlad"", ""Martinov Lulček"".  In 1998, also received a prize at the ""Slovenska popevka"" for the hit ""Za prijatelje"". <a href=""https://www.last.fm/music/+noredirect/Andrej+%C5%A0ifrer"">Read more on Last.fm</a>",1487,22018,"('Čuki', 'Vlado Kreslin', 'POP DESIGN', 'Adi Smolar', 'Agropop')"
495,Steve Yoo,"Steve Yoo is the english stage name for the Korean Hip-Hop singer Yoo Seung Jun (유승준).  His original profile on Last.Fm is: http://www.last.fm/music/유승준 <a href=""https://www.last.fm/music/Steve+Yoo"">Read more on Last.fm</a>",3700,27687,"('Click-B', 'Ytc', '김현정', 'untitle', 'KYT')"
496,Hạ Vy,"Ha Vy has always liked music. As a child, her parents and family discovered that she had an ability to sing and perform. They encouraged Ha Vy to pursue a career in entertainment. Ha Vy finally got her first break when she entered and won a talent contest in Nha Trang.

Ha Vy turned pro in 1986. She worked with Hai Dang and Sao Bien Troupe in Nha Trang. She traveled throughout the region performing in many locals in central and south Vietnam. Although Ha Vy is well known for her youth oriented songs <a href=""https://www.last.fm/music/H%E1%BA%A1+Vy"">Read more on Last.fm</a>",262,1278,"('Như Quỳnh', 'Tâm Đoan', 'Quang Lê', 'Trường Vũ', 'Mạnh Quỳnh')"
497,Mário Gil," <a href=""https://www.last.fm/music/+noredirect/M%C3%A1rio+Gil"">Read more on Last.fm</a>",574,2017,"('Joana', 'Carlinhos Vergueiro', 'Tatiana Parra', 'Rafael Alterio', 'Zé Luiz Mazziotti')"
498,Sheikh Abdul Aziz Ensemble," <a href=""https://www.last.fm/music/Sheikh+Abdul+Aziz+Ensemble"">Read more on Last.fm</a>",11,57,()
499,Earl Bostic,"Earl Bostic (April 25, 1913 – October 28, 1965) was an American jazz and rhythm and blues alto saxophonist.

Bostic was born in Tulsa, Oklahoma. He turned professional at age 18 when he joined Terrence Holder's band. He made his first recording with Lionel Hampton in 1942 where he played along with Red Allen, J.C. Higginbotham, Sid Catlett, Teddy Wilson and Hampton. Before that he performed with Fate Marable on New Orleans riverboats. Bostic graduated from Xavier University in New Orleans. <a href=""https://www.last.fm/music/Earl+Bostic"">Read more on Last.fm</a>",23487,134080,"('Bull Moose Jackson', 'Little Esther', 'Red Prysock', 'Tiny Bradshaw', 'Joe Liggins')"
500,Hugo Liscano,"(Spanish) Hugo Liscano es un músico venezolano nacido en Caracas en 1965. Desde 1993 ha producido una colección de CDs musicales de distintos géneros: infantiles, navideños, instrumentales, bailables, entre otros. Su colección de discos en la actualidad cuenta con más de 50 títulos diferentes, disponibles en el mercado venezolano e internacional. Es un músico académico multi-facético, intérprete del teclado, el cuatro, el contrabajo, el bajo eléctrico, el saxofón y varios instrumentos de percusión latina. <a href=""https://www.last.fm/music/Hugo+Liscano"">Read more on Last.fm</a>",3496,28691,"('Cardenales Del Exito', 'Los Tucusitos', 'Maracaibo 15', 'Gran Coquivacoa', 'Gaiteros de Pillopo')"
501,Hovo," <a href=""https://www.last.fm/music/Hovo"">Read more on Last.fm</a>",2447,27646,"('David Greg', 'Valkar', 'Arkadi Dumikyan', 'Erik Karapetyan', 'Sargis Yeghiazaryan')"
502,Fernando Lélis," <a href=""https://www.last.fm/music/Fernando+L%C3%A9lis"">Read more on Last.fm</a>",134,2717,"('Genival Santos', 'Mauricio Reis', 'Carlos Andre', 'Silvinho', 'Wanderley Cardoso')"
503,Etienne Charry,"Hailing from Toulouse, French singer/songwriter Etienne Charry is an indie darling who composes experimental pop rock with a delightful romanticism. His debut 36 Erreurs, released on Kindercore in the summer of 1999, showcased his intricate lyrical detail and featured a collaboration with French actress Valerie Lemercier. Aside from his work with his own material, Charry has also composed music for various small budget films, commercials, and theater productions.  <a href=""https://www.last.fm/music/Etienne+Charry"">Read more on Last.fm</a>",5375,64430,"('A.S Dragon', 'Valérie Lemercier', 'Loane', 'Bertrand', 'The Little Rabbits')"
504,Lisa Mychols,"For an artist without a great many credits to her name, Lisa Mychols made an impressive splash on the Los Angeles pop underground of the 1990s, especially with her band the Masticators. Once the new millennium had dawned and that vibrant musical community had begun to emerge aboveground, Mychols had developed into one of its most accomplished songwriters, taking an obsession with the 1960s and 1970s AM dial and updating the sound for a new generation of pop/rock addicts. 
 <a href=""https://www.last.fm/music/Lisa+Mychols"">Read more on Last.fm</a>",1739,16652,"('Chewy Marble', 'Nushu', 'Michael Carpenter', 'The Lolas', 'Lannie Flowers')"
505,안치환," <a href=""https://www.last.fm/music/%EC%95%88%EC%B9%98%ED%99%98"">Read more on Last.fm</a>",1564,21098,"('정태춘', '양희은', '송창식', '여행스케치', '박상민')"
506,Gabi Novak,"Gabi Novak is a famous Croatian singer. She is the daughter of Djuro Novak and Elizabeth Reiman. Since 1973, she has been married to famous Croatian singer and composer Arsen Dedić with whom she has a son Matija Dedić, who is also actively engaged in the music business.

Gabi Novak, prva dama hrvatske šlageristike, velika muza i supruga Arsena Dedića, rođena u Berlinu. Živi u Zagrebu.

Nakon djetinjstva provedenog u Berlinu i na Hvaru 1946. <a href=""https://www.last.fm/music/Gabi+Novak"">Read more on Last.fm</a>",4903,64546,"('Arsen Dedić', 'Meri Cetinic', 'Tereza Kesovija', 'Beti Jurkovič', 'Ksenija Erker')"
507,H.R. Jothipala,"Hettiarachchige Reginald Jothipala (February 12, 1936 – July 7, 1987) was a prolific Sri Lankan playback singer in the Sinhala cinema. Jothipala rendered his voice to all classes of Sri Lankan actors ranging from Eddie Jayamanne, Ananda Jayaratne, Gamini Fonseka, Vijaya Kumaratunga, Sanath Gunathilaka, Ravindra Randeniya and several others of young generation stars like Damith Fonseka, Lal Weerasinghe and other newcomers.

Jothipala made his debut as a playback singer on Cyril P. <a href=""https://www.last.fm/music/H.R.+Jothipala"">Read more on Last.fm</a>",695,10575,"('Priya Sooriyasena', 'Victor Rathnayake', 'T M Jayarathna', 'Mervin Perera', 'W. D. Amaradeva')"
508,Dildora Niyozova," <a href=""https://www.last.fm/music/Dildora+Niyozova"">Read more on Last.fm</a>",496,4153,"('Rayhon', 'Munisa Rizaeva', 'SHOHRUHXON', ""Ulug'bek Rahmatullaev"", 'Benom Guruhi')"
509,Рафаэль Латыйпов," <a href=""https://www.last.fm/music/%D0%A0%D0%B0%D1%84%D0%B0%D1%8D%D0%BB%D1%8C+%D0%9B%D0%B0%D1%82%D1%8B%D0%B9%D0%BF%D0%BE%D0%B2"">Read more on Last.fm</a>",75,777,"('Гузель Ахметова', 'Рамиль Галимзянов', 'Ландыш Нигматжанова', 'Ильмира Нагимова', 'Айрат Сафин')"
510,Jo Basile,"Jo Basile was the pseudonym of Joss Baselli, accordionist and veteran of the French music scene in the 1950s and 1960s.

Basile's parents were Italian emigrants to northern France, part of the large wave of Italians who came to work the coal mines in the Pas de Nord and Belgium. Although his parents ran a cafe, they were also great music enthusiasts, and Baselli began taking music lessons at the age of six. He and his brother Enrico both studied the accordion and <a href=""https://www.last.fm/music/Jo+Basile"">Read more on Last.fm</a>",1428,12614,"('Carlo Venturi', 'Médard Ferrero', 'Michel Pruvot', 'Castellina-Pasi', 'Daniel Denecheau')"
511,Kithsiri Jayasekara," <a href=""https://www.last.fm/music/Kithsiri+Jayasekara"">Read more on Last.fm</a>",200,2031,"('Ruwan Hettiarachchi', 'Theekshana Anuradha', 'Centigradz', 'Ridma Weerawardena', 'Amarasiri Peiris')"
512,The Evolution Control Committee,"An experimental music band from Columbus, Ohio founded by Mark Gunderson in 1986, The Evolution Control Committee (ECC) typically uses uncleared and illegal samples from various sources as a form of protest against copyright law. They are one of the pioneers of the Mash-Up, where two or more songs are mixed together into a new track. The ECC also produces numerous audio experiments, often involving the disfiguring of compact discs, and has produced a few video works as well <a href=""https://www.last.fm/music/The+Evolution+Control+Committee"">Read more on Last.fm</a>",13906,146530,"('The Bran Flakes', 'People Like Us & Ergo Phizmiz', 'The Tape-beatles', 'DJ Pantshead', 'Cassetteboy')"
513,Trond Granlund,"Trond Granlund (born 29. juli 1950 in Oslo) is an Norwegian singer, composer and guitarist..

Granlund released his first record in 1973 and his first album in 1976.

He won ""Spellemannsprisen"" for Pleasant Surprise in 1981 and Gammleng-prize i categori pop in 1985. 


Granlund (1976)
Utstøtt (1977)
Made In Manchester (1978)
Starstruck (1979)
Eloise (1980)
Pleasant Surprise (1981)
Stay The Night (1982)
Driftin’ (1983)
Hearts In Danger (1985)
The Ride (1986) <a href=""https://www.last.fm/music/Trond+Granlund"">Read more on Last.fm</a>",3649,34181,"('Henning Kvitnes', 'Hilde Heltberg', 'Narum', 'Finn Kalvik', 'Lillebjørn Nilsen')"
514,Riki Sorsa,"Esko Richard ""Riki"" Sorsa (26 December 1952 – 10 May 2016) was a popular pop Finnish singer. He has started his career in 1975 in the band ZOO. In Eurovision Song Contest 1981 has represented his country with the entry Reggae OK, a typical rock song in Finnish which has ended in 16th (20 countries). The song was composed by Jim Pembroke and the lyrics were by Olli Ojala, the conductor was Otto Donner. Despite his poor classification, Sorsa has continued his musical life, published several albums, with entries sung in Finnish or English. <a href=""https://www.last.fm/music/Riki+Sorsa"">Read more on Last.fm</a>",16239,155244,"('Puolikuu', 'Janne Hurme', 'Janne Tulkki', 'Tommi Läntinen', 'Marita Taavitsainen')"
515,Caesura,"Associated with: Sotones

Caesura may apply to one of at least two bands. The first is an English band with post rock influences, the second an American math rock band. 

1) Caesura formed in Winchester, south England in late 2005. They played some shows, recorded an EP (Dear Light Outside, released on Lockjaw records) and later two other tracks, one of which (Weight and Carriage) found its way onto the BSM 6machine compilation. In Autumn '08 they brought another member into the fold, and decided a change was needed. <a href=""https://www.last.fm/music/Caesura"">Read more on Last.fm</a>",3243,30204,"('Super Tennis', 'The Tupolev Ghost', 'Tired Irie', 'On Histories of Rosenberg', 'Secondsmile')"
516,vladimir asmolov," <a href=""https://www.last.fm/music/vladimir+asmolov"">Read more on Last.fm</a>",735,4436,"('Anatoliy Polotno', 'Garyk Krichevsky', 'Viktor Korolev', 'VIA Plamja', 'Aleksandr Dyumin')"
517,Meena Rana," <a href=""https://www.last.fm/music/Meena+Rana"">Read more on Last.fm</a>",147,494,"('Rohit Chauhan', 'Darshan Farswan', 'Narendra Singh Negi', 'Gajendra Rana', 'Preetam Bhartwan')"
518,Cho Kyu Chan," <a href=""https://www.last.fm/music/Cho+Kyu+Chan"">Read more on Last.fm</a>",816,6470,"('이승환', 'Kim Hyun Chul', '조규찬', 'Kim Yeon Woo', '박혜경')"
519,Juha Vainio,"Juha Vainio (born May 5, 1938 in Kotka, Finland; died October 29, 1990) was a Finnish singer, songwriter and translator of song lyrics. His body of work comprises more than 100 tunes and translations or original lyrics for well over 1000 songs recorded by countless Finnish singers. He was also a recording artist since his debut single of 1963, continuing his performing career well into the 1980s.

The themes for many of Vainio's best-loved songs can be traced back to his childhood experiences in the coastal town of Kotka <a href=""https://www.last.fm/music/Juha+Vainio"">Read more on Last.fm</a>",22016,521881,"('Juha Vainio Ja Hyvän Tuulen Laulajat', 'Veikko Lavi', 'Mikko Alatalo', 'Simo Salminen', 'Esa Pakarinen')"
520,Rajesh Payal Rai," <a href=""https://www.last.fm/music/Rajesh+Payal+Rai"">Read more on Last.fm</a>",351,1800,"('Shiva Pariyar', 'Deepak Limbu', 'Melina Rai', 'Kunti Moktan', 'Sugam Pokharel')"
521,Gunjan Singh," <a href=""https://www.last.fm/music/Gunjan+Singh"">Read more on Last.fm</a>",276,1324,"('Rakesh Mishra', 'Samar Singh', 'Neelkamal Singh', 'Shilpi Raj', 'Tuntun Yadav')"
522,Zahouania,"Born: May 15, 1959 Oran, Algeria
Cheba Zahouania is an Algerian singer known for raï music. 


 <a href=""https://www.last.fm/music/Zahouania"">Read more on Last.fm</a>",4573,36275,"('Cheba Zahouania', 'Houari Benchenet', 'Reda Taliani', 'Cheb Nasro', 'Cheb Tahar')"
523,Nana Mali," <a href=""https://www.last.fm/music/Nana+Mali"">Read more on Last.fm</a>",2,4,()
524,Nâdiya,"Nâdiya is a French R&B singer (born Nadia Zighem on June 19, 1973 in Tours, Indre-et-Loire, France).

She released her first single in 1997 without success. In 2001 she released her first album and in 2004 she released her second album '16/9' where the hits ""Parle-moi"", ""Et C'est Parti..."" and ""Si Loin de Vous"" come from. In 2006 she released her third album with the three hitsingles ""Tous Ces Mots"", best best-selling one ""Roc"" and the latest ""Amies-ennemies"". <a href=""https://www.last.fm/music/+noredirect/N%C3%A2diya"">Read more on Last.fm</a>",66063,532729,"('Tragédie', 'Sheryfa Luna', 'Lorie', ""Shy'm"", 'Jenifer')"
525,Momtaz,"Momtaz Begum (Bengali: মমতাজ বেগম) better known as Momtaz for short, is a Bangladeshi singer and producer of Bengali folk music and Baul music. She is also known as The Music Queen, popular for her unconventional use of music lyrics. During her international career spanning two decades, she has recorded around 700 albums, in 2009 she was appointed a member of the Parliament of Bangladesh. Momtaj married her guru Abdur Rashid Sorkar (teacher of folk song).  <a href=""https://www.last.fm/music/+noredirect/Momtaz"">Read more on Last.fm</a>",601,3863,()
526,Anna-Lena Löfgren,"Anna-Lena Löfgren, under en period Anna-Lena Löfgren Lööf, född 1 maj 1944 i Stockholm, död 21 maj 2010[1], var en svensk sångerska.

Gjorde sitt första offentliga framträdande hos farbror Sven i den populära radioserien Barnens brevlåda på 1950-talet. Hon slog igenom 1962 med låten Regniga natt, som hon fick en guldskiva för (över 100.000 sålda exemplar) och blev en av 1960-talets populäraste schlagersångerskor. Hitsen avlöste varandra bl. <a href=""https://www.last.fm/music/+noredirect/Anna-Lena+L%C3%B6fgren"">Read more on Last.fm</a>",13598,183193,"('Towa Carson', 'Anita Lindblom', 'Gunnar Wiklund', 'Lena Andersson', 'Ann-Louise Hanson')"
527,Kemal Monteno,"Kemal Monteno (17 September 1948 – 21 January 2015) was a Bosnian singer-songwriter whose career stretched from the 1960s to the 2010s. He recorded his first song ""Lidija"" in 1967 and has enjoyed a prosperous career in the former Yugoslavia.Also he has written many songs for Toma Zdravkovic,one of them is the testament one,Pesme moje.

One of his most popular songs is Sarajevo Love of Mine (Sarajevo ljubavi moja).
His famous songs too are : Duso moja, Nije htjela (She dont want me),Nemoj da te prevari ovaj pramen sijedi, Gitaro moja... <a href=""https://www.last.fm/music/Kemal+Monteno"">Read more on Last.fm</a>",9755,119725,"('Haris Džinović', 'Zeljko Samardzic', 'Jura Stublić & Film', 'Djavoli', 'Hanka Paldum')"
528,Subhani Harshani," <a href=""https://www.last.fm/music/Subhani+Harshani"">Read more on Last.fm</a>",8,29,()
529,Stanislav Procházka ml.," <a href=""https://www.last.fm/music/Stanislav+Proch%C3%A1zka+ml."">Read more on Last.fm</a>",209,2585,"('Stanislav Procházka', 'Petr Rezek', 'Marcela Holanová', 'Karel Hála', 'Petr Kotvald')"
530,Lee Mi Ja,"Lee Mi Ja / 이미자, born October 30, 1941 in Seoul, Korea, is a trot singer. <a href=""https://www.last.fm/music/Lee+Mi+Ja"">Read more on Last.fm</a>",2444,14629,"('이미자', 'JANG YOON-JEONG', 'Nam Jin', '뽕짝메들리', '김미화')"
531,阿吉仔," <a href=""https://www.last.fm/music/%E9%98%BF%E5%90%89%E4%BB%94"">Read more on Last.fm</a>",313,1826,"('江蕙', '沈文程', '黃乙玲', 'Jody Chiang', '陳小雲')"
532,Bằng Kiều,"Bằng Kiều (born 13th July 1973 in Hanoi) is a Vietnamese singer and born into a family with entertainment in vein. 

His Mom was a singer who happened to sing all sort of traditional and folk music. Even though his dad is a doctor, he had participated in music productions with passions and energetic. He had participated in music when he’s still in primary. He started to study art at “Hanoi National Conservatory of Music” in 1989. The main instrument that he played was the Bassoon <a href=""https://www.last.fm/music/+noredirect/B%E1%BA%B1ng+Ki%E1%BB%81u"">Read more on Last.fm</a>",10470,293311,"('Quốc Thiên', 'Kay Trần', 'Lê Hiếu', 'Phan Đinh Tùng', 'Tuấn Hưng')"
533,Louis Jacoby," <a href=""https://www.last.fm/music/Louis+Jacoby"">Read more on Last.fm</a>",1783,10728,"('Alf Cranner', 'Stein Ove Berg', 'Trygve Hoff', 'Finn Kalvik', 'Benny Borg')"
534,Nelson Gomez," <a href=""https://www.last.fm/music/Nelson+Gomez"">Read more on Last.fm</a>",379,1427,"('Luisito Muñoz', 'El Andariego', 'Luis Alberto Posada', 'alexis escobar', 'El Charrito Negro')"
535,Stelios Kazantzidis,"Stelios Kazantzidis (August 29, 1931–September 14, 2001) (Greek: Στέλιος Καζαντζίδης) was a prominent Greek singer. Between the 1950s and 1990s he was considered the voice of the Greek diaspora. But even so, he remained little known outside of Greece, with the possible exception of Israel. His death was an emotional event for both Greece and its diaspora; the obituaries gave full appreciations of his life and his importance.

His death saw Greece and its millions of migrants scattered all over the world <a href=""https://www.last.fm/music/Stelios+Kazantzidis"">Read more on Last.fm</a>",32235,344965,"('George Dalaras', 'Δημήτρης Μητροπάνος', 'Manolis Aggelopoulos', 'Giorgos Margaritis', 'Haris Alexiou')"
536,Lê Tâm," <a href=""https://www.last.fm/music/L%C3%AA+T%C3%A2m"">Read more on Last.fm</a>",136,970,"('Lâm Nhật Tiến', 'Lâm Thúy Vân', 'Shayla', 'Diệp Thanh Thanh', 'Loan Châu')"
537,Kim Anh,"Kim Anh (1953)  is a popular overseas Chinese-Vietnamese singer who is best known for her signature rendition of Teresa Teng's classic love ballad, Qian Yan Wan Yu (A Thousand Words), known to Vietnamese music lovers as Mua Thu La Bay, in both Mandarin and Vietnamese.

Born as Mach Kim Anh on September 4, 1953 in Dong Thap, a province of South Vietnam located in the Mekong Delta region near the Cambodian border, to parents of Hoa descent, she grew up in a bilingual household speaking both Vietnamese and Cantonese. <a href=""https://www.last.fm/music/Kim+Anh"">Read more on Last.fm</a>",2288,12776,"('Lệ Thu', 'Huong Lan', 'Khánh Hà', 'Thanh Tuyền', 'Sĩ Phú')"
538,Ressu Redford,"Ressu Redford is a Finnish dance and schlager musician. He came into prominence in the 1980s with his dance pop group Bogart Co. and later as a solo artist. In mid-1990s Redford founded the dance pop group Sound of R.E.L.S..
 <a href=""https://www.last.fm/music/Ressu+Redford"">Read more on Last.fm</a>",21297,362321,"('Neon 2', 'Ressu Redford & Jussi Rainio', 'Tauski', 'Janne Hurme', 'Meiju Suvas')"
539,Thanh Lam,"Thanh Lam (Đoàn Thanh Lam) is a Vietnamese singer and song-writer who has been a long-standing Diva in Vietnamese comtemporary music.

Early life and education

Thanh Lam was born in Hanoi on June 19, 1969 to music composer Thuận Yến and traditional music artist Thanh Hương. She has one younger brother, Trí Minh.

At the age of 9, Thanh Lam started studying đàn tỳ bà (a Vietnamese traditional music instrument) at the Hanoi Conservatory of Music. <a href=""https://www.last.fm/music/Thanh+Lam"">Read more on Last.fm</a>",3699,46415,"('Hồng Nhung', 'Khánh Linh', 'Mỹ Linh', 'Mai Khôi', 'Đức Tuấn')"
540,Alma Cogan,"Alma Cogan was Britain's most successful female recording artist of the 1950's. Born in London in 1932, her early recordings were mainly ballads, in the style of Anne Shelton. But by 1954, this was to all change. Her first major hit was ""Bell Bottom Blues"", and she scored her only number one in Britain with ""Dreamboat"" in 1956. Novelty songs were extremely popular at the time, and Alma recorded a number of these, including ""I Can't Tell A Waltz From A Tango"", ""Twenty Tiny Fingers"" and ""Never Do A Tango With An Eskimo"". <a href=""https://www.last.fm/music/Alma+Cogan"">Read more on Last.fm</a>",109563,488560,"('Ronnie Hilton', 'Johnnie Ray', 'Dickie Valentine', 'Patti Page', 'Kitty Kallen')"
541,Chewy Marble,"Brian Kassan formed Chewy Marble in 1995 as a vehicle for his growing catalog of unrecorded material after a three-year stint as co-founder, bassist, session guitarist and co-songwriter/producer for the Wondermints.  Joining Kassan were guitarist and lead vocalist Stuart Forman; bassist Derrick Anderson; and drummer Tammy Glover, who has since gone on to fame as the touring drummer/percussionist with Sparks.

1997 saw the release of Chewy Marble’s critically acclaimed self-titled debut on Permanent Press Recordings in the U. <a href=""https://www.last.fm/music/Chewy+Marble"">Read more on Last.fm</a>",1251,13104,"('Frank Ciampi', 'Maple Mars', 'Barely Pink', 'The Major Labels', 'Doug Powell')"
542,Runa Laila,"Runa Laila is a singer from Bangladesh who lived and sang for a few years in Pakistan before returning to her home country. She was born in Sylhet, Bangladesh. Her father was from Rajshahi, Bangladesh. Her early music training was done when her family lived in Karachi Federal B area in 1960. Ustad Qader, later known as Piya Rang, was her teacher.

Runa started learning classical music at a very early age, and received vigorous training from Ustad Habibiddin Khan. <a href=""https://www.last.fm/music/Runa+Laila"">Read more on Last.fm</a>",7116,41054,"('Noor Jehan', 'Nahid Akhtar', 'Musarrat Nazir', 'Salma Agha', 'Fuad')"
543,Ileana Ciuculete,"Ileana Ciuculete (Gubaucea, Romania, 20 September 1957 - 14 March 2017, Bucharest) was a Romanian singer of romani folk music from the Oltenia region. 

 <a href=""https://www.last.fm/music/Ileana+Ciuculete"">Read more on Last.fm</a>",168,978,"('Ion Dolanescu', 'Liviu Vasilica', 'Mariana Ionescu Capitanescu', 'Maria Dragomiroiu', 'MARIA CIOBANU')"
544,Hà Thanh,"Hà Thanh (1937-2014) was a famous Vietnamese singer. Born on July 25, 1937 in Huế, Central Vietnam, she grew up as the fourth eldest in a family of ten children. Hà Thanh began her professional singing career at the age of 16 after winning first prize at a talent contest sponsored by Radio Vietnam in Hue. Her performance of Dòng Sông Xanh (The Blue Danube) swept the judges off their feet earning her the highest marks among contestants. Immediately following her victory <a href=""https://www.last.fm/music/H%C3%A0+Thanh"">Read more on Last.fm</a>",1157,10179,"('Lệ Thu', 'Thanh Tuyền', 'Trúc Mai', 'Thái Thanh', 'Khánh Ly')"
545,Bhikari Bal," <a href=""https://www.last.fm/music/Bhikari+Bal"">Read more on Last.fm</a>",195,13013,"('Bhikhari Bala', 'Namita Agrawal', 'Akshaya Mohanty', 'Humane Sagar', 'Basanta Patra')"
546,Ngọc Huyền," <a href=""https://www.last.fm/music/Ng%E1%BB%8Dc+Huy%E1%BB%81n"">Read more on Last.fm</a>",231,1078,"('Băng Tâm', 'Như Quỳnh', 'Dan Nguyen', 'Tâm Đoan', 'Hương Thủy')"
547,Cardenales Del Exito," <a href=""https://www.last.fm/music/Cardenales+Del+Exito"">Read more on Last.fm</a>",9151,104431,"('Gran Coquivacoa', 'Maracaibo 15', 'Gaiteros de Pillopo', 'Rincon Morales', 'Ricardo Cepeda')"
548,Rekha Rao," <a href=""https://www.last.fm/music/Rekha+Rao"">Read more on Last.fm</a>",456,1339,"('Seema Mishra', 'Prem Prakash Dubey', 'Satish Dehra', 'Jitender Singh', 'Susmirata Dawalkar')"
549,Maria Lisboa," <a href=""https://www.last.fm/music/Maria+Lisboa"">Read more on Last.fm</a>",860,4488,"('Ruth Marlene', 'Bombocas', 'José Malhoa', 'Sérgio Rossi', 'Ana Malhoa')"
