,Artist,Biography,Listeners,Playcount,Similar
189,Sadat X,"Sadat X (born Derek Murphy; December 29, 1968 is an American rapper, most famed as a member of hip hop group Brand Nubian. Originally known as Derek X, Sadat takes his name from former Egyptian president Anwar Sadat. The X is taken from the Nation of Islam practice of members changing their surnames simply to X. He is well known for his unique, high-pitched voice, as well as his Pro-Black, and at times controversial, lyrical content.

Sadat X debuted with Brand Nubian in 1989 <a href=""https://www.last.fm/music/Sadat+X"">Read more on Last.fm</a>",44090,360873,"('Large Professor', 'Mic Geronimo', 'The Beatnuts', 'Masta Ace', 'Artifacts')"
190,KRS-One,"KRS-One (born Lawrence Parker on August 20, 1965 in Park Slope, Brooklyn, New York) is an American hip-hop MC. Over his career he has been known by several pseudonyms, including Kris Parker, KRS One, KRS-ONE (as given at his site), The Blastmaster and The Teacha. KRS-One is an acronym for ""Knowledge Reigns Supreme Over Nearly Everybody"". KRS-One is a significant figure in the hip hop community and is often referenced in works by other hip hop artists and critics as being the 'essence' of an MC and one of the greatest to ever hold the mic. <a href=""https://www.last.fm/music/KRS-One"">Read more on Last.fm</a>",712689,7666376,"('Boogie Down Productions', 'Jeru the Damaja', 'EPMD', 'Lords of the Underground', 'Big Daddy Kane')"
191,Piccalo,"Piccalo is a duo that represents overtown, Miami. Their first album and single Big Money Baller released in June 1999. <a href=""https://www.last.fm/music/Piccalo"">Read more on Last.fm</a>",2186,8776,"('Unda Surveillance', 'Redd Eyezz', 'Billy Blue', 'C.O.A. Babii', 'C-Ride')"
192,Дымовая завеса,"Dymovaya Zavesa (Slim & Lexus) - one, of most famous russian hip-hop teams.
Group has been created in the end 1996, as a result of a creative tandem of two participants underground a rap-collectives. In the beginning 1997 at studio ""Meaning of the life"" the first composition in the digital format, received the name ""Stone Jungle"", subsequently not entered in a debut album of collective owing to discrepancy with the general concept of a material has been written down, but it is published on the collection ""Simply rap"". <a href=""https://www.last.fm/music/+noredirect/%D0%94%D1%8B%D0%BC%D0%BE%D0%B2%D0%B0%D1%8F+%D0%B7%D0%B0%D0%B2%D0%B5%D1%81%D0%B0"">Read more on Last.fm</a>",27129,335860,()
193,Young Droop,"Rapper from Merced 209 California.

Also a westcoast rapper and member of the South Central Cartel. <a href=""https://www.last.fm/music/Young+Droop"">Read more on Last.fm</a>",4341,22141,"('P-Folks', 'Triple Beam', 'Lunasicc', 'Marvaless', 'T-Nutty')"
194,DRÜKLANG," <a href=""https://www.last.fm/music/+noredirect/DR%C3%9CKLANG"">Read more on Last.fm</a>",109,1293,()
195,Fat Joe,"Fat Joe (born Joseph Cartagena on August 19, 1970) is a American rapper of Puerto Rican and Cuban heritage. Born and brought up in the Bronx, Joe was popular in the large underground hip hop scene during the early and mid-1990s. During this period, Joe was affiliated with KRS-One — there are pictures online at KRS-One's Temple of Hiphop site showing the pair drawing graffiti (""bombing"") together. He is also the most widely known member of the D. <a href=""https://www.last.fm/music/Fat+Joe"">Read more on Last.fm</a>",1293797,9973630,"('Ja Rule', 'Fabolous', 'Big Punisher', 'Nelly', ""Cam'ron"")"
196,Dany Dan,"Dany Dan est un rappeur français originaire de Boulogne-Billancourt, membre du groupe les Sages Poètes de la Rue avec les deux frères Zoxea  et Melopheelo.

Avec une couleur jazz, ils ramènent une nouvelle couleur avec leur premier album Qu'est-ce qui fait marcher les Sages en 1995. Fers de lance du Rap au Pont-de-Sèvres, ils ont très largement influencé des groupes comme Mo'vez Lang ou Nysay. Comme l'a précisé Exs, si les Sages Po' avaient décidé de se lancer dans le foot, tout le monde les aurait suivis. <a href=""https://www.last.fm/music/Dany+Dan"">Read more on Last.fm</a>",11125,152061,"('Ol Kainry', 'Nubi', 'Despo Rutti', 'Kohndo', 'Eloquence')"
197,Timbuktu,"Two artists share the name Timbuktu.

1) A rapper from Sweden.
2) A rapper from London, Ontario.

1) Jason Diakité (born 11 January 1975 in Lund, Sweden), known under the stage name Timbuktu, is a Swedish rapper.

He is from Scania, the southernmost part of Sweden, and raps with a slight scanian accent. Having released four studioalbums and a live album he has firmly established himself as a political rapper, borrowing influences from folk music, American blues as well as music from West Africa and Jamaica. <a href=""https://www.last.fm/music/Timbuktu"">Read more on Last.fm</a>",192132,5298139,"('Markoolio', 'Movits!', 'Snook', 'bob hund', 'Veronica Maggio')"
198,Skwatta Kamp,"Skwatta Kamp is a South African Hip hop group from Soweto, Johannesburg consisting of seven MCs called Slikour, Shugasmakx, Nish, Flabba, Bozza, Nemza and Infa. Until now, they have released 5 albums, 3 of them gold. <a href=""https://www.last.fm/music/Skwatta+Kamp"">Read more on Last.fm</a>",2532,15127,"('Aba Shante', 'Brown Dash', 'Mzekezeke feat Brown', 'TKZEE', ""M'Du"")"
199,The Roots,"The Roots, also known as The Legendary Roots Crew, The Square Roots and The Foundation, is an influential, Grammy winning hip hop group based out of Philadelphia, Pennsylvania, famed for a heavily jazzy sound and live instrumentation. Inspired by the ""hip-hop band"" concept pioneered by Stetsasonic, the Roots themselves have garnered critical acclaim and influenced later hip-hop and R&B acts.

The Roots' original lineup included Black Thought (MC vocals) and Ahmir ""?uestlove"" Thompson (drums) <a href=""https://www.last.fm/music/The+Roots"">Read more on Last.fm</a>",1872560,51676334,"('Common', 'Black Star', 'Black Thought', 'A Tribe Called Quest', 'Mos Def')"
200,L'Assemblée,"L'Assemblée is a hip hop group from Quebec . they started in 1998.

History:
In 2000, the band released their first EP : Guerrilla . It was followed by two albums called : the corner of the eye and Guys of the people.

Group Members

Ironik is part of the hip-hop universe in Quebec for close to ten years. He is author -songwriter and CEO of Iro Productions, an independent production box .

Narkoi has , meanwhile , to his credit a solo album, Once upon a time ... and he has been involved for several years in the local scene. <a href=""https://www.last.fm/music/L%27Assembl%C3%A9e"">Read more on Last.fm</a>",2035,24652,"('Narkoi', 'Sir Pathétik', 'Sans Pression', 'SemiBruce', 'Caya')"
201,Big Black Boots," <a href=""https://www.last.fm/music/Big+Black+Boots"">Read more on Last.fm</a>",5559,84562,"('Джи Вилкс', 'Легальный Бизне$$', 'Белые Братья', 'Мастер Шеff', 'D.O.B. Community')"
202,Evren,"There are at least two artists with the name Evren.

1. A Canadian rapper and hip-hop artist with several albums (I Think Not (2008), Unknown MC (2004), Conflict of Interest (2002), & Songs From Degrassi: The Next Generation (2005)/Various Artists.
2. The second artist (with the same stage name) has one known album, Boxes.


1. EVREN 

""Music is the way we pray and build a connection with ourselves and the universe.""  Evren

Turkish-born and Toronto-raised MC Evren <a href=""https://www.last.fm/music/Evren"">Read more on Last.fm</a>",2421,23571,"('Bobby Hook', 'Element (Custom Made)', 'ARIANO', 'Intricate Minds', 'El Gant')"
203,Offwhyte,"Offwhyte (born Ryan Fernandez on August 22, 1977 in Pell City, Alabama) is an American rapper. He has released several projects under the hip hop label Galapagos4, of which he is a founding member. He resides in Los Angeles, California although he launched his musical career within the underground hip hop scene of Chicago, IL. He is known also as Offwheezy.

Career

Offwhyte's most recent release is Mainstay, his third full-length album, a work filled with charismatic philosophies, potent verbal imagery, and a wide range of musical styles. <a href=""https://www.last.fm/music/Offwhyte"">Read more on Last.fm</a>",3028,23621,"('Qwel & Mike Gao', 'Qwel & Kip Killagain', 'Qwel & Jackson Jones', 'Robust', 'Qwazaar')"
204,Thaíde," <a href=""https://www.last.fm/music/+noredirect/Tha%C3%ADde"">Read more on Last.fm</a>",15246,77085,"('Thaíde & DJ Hum', ""Doctor MC's"", 'DJ Hum', 'Possemente Zulu', 'DBS Gordão Chefe')"
205,Black Noise,"Black Noise is a name of at least seven acts:

1) A fidget house off-shoot of the breaks group Aquasky, which débuted with the EP ""EP.01"" (Jul 2009, Southern Fried) and their latest is ""EP.02"" (Oct 2009, Southern Fried).

Sites: Discogs

2) A South African hip-hop group.

Sites: Discogs

3) A Detroit, MI, USA detroit techno group.

Sites: Discogs

4) A Drew Mulholland pseudonym, used to release the track ""The Postal Workers Night Out"" (Feb 2006, on v/a ""Not Alone"", Durtro). <a href=""https://www.last.fm/music/Black+Noise"">Read more on Last.fm</a>",11008,47583,"('Lee Mortimer & Foamo', 'Lee Mortimer', 'The Bulgarian', 'Kelevra', 'Disco of Doom')"
206,Field Mob,"Field Mob is a US hip hop duo originally from Albany, Georgia composed of artists Shawn Timothy Johnson (aka. Shawn Jay, Kalage, The Fleetwood Mack) and Darion Crawford (aka. Smoke, Boondox Blax, Chevy Pendergrass). They have been signed with Ludacris on his Disturbing tha Peace (DTP) imprint since August 2005. <a href=""https://www.last.fm/music/Field+Mob"">Read more on Last.fm</a>",116745,701854,"('YoungBloodz', 'Trick Daddy', 'Bow Wow', 'Juvenile', 'Ludacris')"
207,Zion I,"Zion I was a hip-hop duo from Oakland, California, USA, consisting of the late MC Zumbi and producer AmpLive . The group is known to its followers for Amp's futuristic production techniques, using a mix of live instrumentation and samples, and Zumbi's positive and socially conscious lyrics. Zion I debuted in 1997 with the locally distributed cassette-only EP Enter the Woods. Their first single on Indie label Ground Control Records (""Inner Light"") paved the way for an album deal and in 2000 <a href=""https://www.last.fm/music/Zion+I"">Read more on Last.fm</a>",292388,3991735,"('Poor Righteous Teachers', 'CunninLynguists', 'Nicolay', 'People Under the Stairs', 'Living Legends')"
208,2nd Family," <a href=""https://www.last.fm/music/2nd+Family"">Read more on Last.fm</a>",1084,12060,"('9 Tra Family', '196 Clique', '3 Memphis Kniccas', 'Ski Mask Troopaz', 'Frayser Click')"
209,Moves & Birdapres," <a href=""https://www.last.fm/music/Moves+&+Birdapres"">Read more on Last.fm</a>",211,1747,"('Park-Like Setting', 'Farm Fresh', 'Gruf', 'Gruf the Druid', 'Cam the Wizzard')"
210,J-Live,"J-Live was born and raised in Uptown Manhattan, New York City. After making a home for himself in Brooklyn upon graduating from SUNY at Albany, J relocated to Philadelphia in 2003. ""Moving to Philly was more for the family than any kind of career move. But the whole music scene here and the hip hop community here have embraced me with open arms since I arrived. I've gotten a lot of support from so many different artists and dee jays. This city is jam packed with talented and beautiful people."" <a href=""https://www.last.fm/music/J-Live"">Read more on Last.fm</a>",208249,2060891,"('Sean Price', 'One Be Lo', 'People Under the Stairs', 'Living Legends', 'Blackalicious')"
211,КОНТРА ДА БАНДА," <a href=""https://www.last.fm/music/+noredirect/%D0%9A%D0%9E%D0%9D%D0%A2%D0%A0%D0%90+%D0%94%D0%90+%D0%91%D0%90%D0%9D%D0%94%D0%90"">Read more on Last.fm</a>",126,1001,()
212,CMCB樂隊," <a href=""https://www.last.fm/music/CMCB%E6%A8%82%E9%9A%8A"">Read more on Last.fm</a>",27,302,()
213,Mo'vez Lang," <a href=""https://www.last.fm/music/Mo%27vez+Lang"">Read more on Last.fm</a>",2709,27137,"('LIM', 'Beat de Boul', 'Dicidens', 'Kamelancien', 'Ol Kainry')"
214,Rollin' Fox," <a href=""https://www.last.fm/music/Rollin%27+Fox"">Read more on Last.fm</a>",19,44,()
215,Bossman,"1. Bossman, born Travis Holifield, is a rapper from Baltimore, MD.

In Early August 2007, Bossman left Virgin Records right after their deal with Capital Records, Bossman signed a $2.5 million-plus deal with Sony Records under the Sony Urban Music label, later after he signed, Bossman announced that his long awaited major debut album version of this 2004 Baltimore Underground album ""Law & Order"" will be officially released in Mid December 2007. While He's got his fans getting ready for his album <a href=""https://www.last.fm/music/Bossman"">Read more on Last.fm</a>",12919,57041,"('Tyree Colion', 'DJ Technics', 'Ogun', 'Mullyman', 'Skarr Akbar')"
216,Moochie Mack," <a href=""https://www.last.fm/music/Moochie+Mack"">Read more on Last.fm</a>",93,536,"('Welfed', ""Po' Broke Souls"", 'Shoestring', 'Prince Nard', 'Took N Bone')"
217,Iwa K,"Iwa K (born Iwa Kusuma in Bandung, West Java, Indonesia, October 25, 1970; name sometimes spelled Iwa-K) is Indonesia's best known rapper. He was the first rapper to come to prominence, beginning his musical career in the late 1980s. He is the first Indonesian rapper to have released a full-length album (Kuingin Kembali), in 1992 or 1993. <a href=""https://www.last.fm/music/Iwa+K"">Read more on Last.fm</a>",8396,84968,"('Base Jam', 'Andre Hehanusa', 'KLa Project', 'Katon Bagaskara', 'Bening')"
218,Poison Clan,"Poison Clan was an early 90s South Floridian based rap group that focused mostly on post-N.W.A./Pre-Tupac Gangsta Rap, but also recorded uptempo Miami Bass songs for club exposure.

Initially, the group was comprised of rappers JT Money, and Debonaire (not to be confused with Miami Bass producer Claudio ""Debonaire"" Barrella). Discovered by 2 Live Crew's DJ/producer Mr. Mixx at local a talent show, they quickly were signed to Luke Skyywalker Records and released their debut album ""2 Low Life Muthas"" produced by Mr. <a href=""https://www.last.fm/music/Poison+Clan"">Read more on Last.fm</a>",12161,58631,"('MC Shy D', 'DJ Magic Mike', 'DJ Uncle Al', '95 South', 'Gucci Crew II')"
219,Salaam Remi,"Salaam Remi Gibbs, better known as Salaam Remi, is a hip hop producer and keyboard player, known for his association with Nas, Amy Winehouse, Fergie, Miguel and his reggae-tinged (often referred to as ""broken-bottle"") approach to production. On some releases in 2012 such as Girl on Fire by Alicia Keys and R.E.D. by Ne-Yo, Remi's productions are credited as Salaamremi.com.

The son of studio musician Van Gibbs, Salaam first appeared on record as the keyboard player on Kurtis Blow's 1986 release Kingdom Blow. <a href=""https://www.last.fm/music/Salaam+Remi"">Read more on Last.fm</a>",70250,337253,"('Guordan Banks', 'Tish Hyman', 'Mack Wilds', 'Chris McClenney', 'MikeXAngel')"
220,MC Mabon,"MC Mabon is Welsh musician Gruff Meredith. Previously he was a member of Tystion. 

More about him at the BBC site. For all releases and to listen to track clips visit mcmabon.com


 <a href=""https://www.last.fm/music/MC+Mabon"">Read more on Last.fm</a>",1193,18678,"('Kentucky AFC', 'Mr Huw', 'Texas Radio Band', 'Genod Droog', ""Geraint Jarman A'r Cynganeddwyr"")"
221,Free Radicals,"##More than one artist with this name##
(1)Breaks/Ambient group: Andy Page, Ivan Gough & Phil Krokodis
(2)Free Radicals is a modern American big band that blends jazz, ska, latin, funk and a number of other styles into their music. They have released three cd's since their foundation in 1996. Their website is www.freerads.com.
(3)Free Radicals was a live electronic collaboration between New Zealand composers Ross Harris and Jonathan Besser <a href=""https://www.last.fm/music/Free+Radicals"">Read more on Last.fm</a>",3362,23508,"('Alex Bilo & Wit', 'Inspektor Tanzbär', 'The Orobians', 'Mr. T-Bone', 'El Bosso & Die Ping Pongs')"
222,Red Warszawa,"Red Warszawa was formed in the 1980's by 4 highschool friends. Their lyrics are mainly danish, but sometimes they also sing in english, german, swedish and norwegian. The lyrics are mostly about young people in trouble, heavy metal, hash, girls and beer.

The band consists of the following:
Heavy Henning - Le guitarre
Måtten Møbelbanker - Le percusionnes
""Lækre"" Jens - Le Vokaliste
My Tight Ass - Le Bass-guitarre de l'electrisse


The band is well known for its manic live performances. <a href=""https://www.last.fm/music/Red+Warszawa"">Read more on Last.fm</a>",10950,433977,"('Gramsespektrum', 'Magtens Korridorer', 'L:Ron:Harald', 'Svedbanken', 'Tæskeholdet')"
223,Shabaam Sahdeeq,"Shabaam Sahdeeq (Brooklyn, New York City, New York) has been one of the most respected and recognizable underground rappers to come out of New York for the past few decades. Originally Sahdeeq came up releasing a bunch of mixtapes before becoming a part of the hip hop collective Polyrhythm Addicts. The group released one album before parting ways to launch their respective solo careers. Before releasing his solo debut album, Sahdeeq was dropping features, most notably for Pharoahe Monch's mega-hit remix, Simon Says. <a href=""https://www.last.fm/music/Shabaam+Sahdeeq"">Read more on Last.fm</a>",21078,119889,"('Ran Reed', 'Shadowz In Da Dark', 'Pudgee', 'Ill Mentality', ""Hardwe're"")"
224,Жорик," <a href=""https://www.last.fm/music/+noredirect/%D0%96%D0%BE%D1%80%D0%B8%D0%BA"">Read more on Last.fm</a>",982,3666,"('Такежан', 'Gopnik', 'Ночные Псы', 'Оматоре', 'Децл')"
225,Buc Fifty,"Rashaan Jackson, (born 1973), better known as Bucwheed, Buc Fifty or Buckwheat, is an American rapper currently signed to Delicious Vinyl Records. He has also worked for Ruthless Records and Battle Axe Records. Jackson has also been a member of The Wascals and the Soul Assassins.

Early years: Delicious Vinyl: 1992-1994

Jackson was born in 1973 in New Rochelle, New York, where he began rapping at the age of 12. In 1989, at the age of 16, Jackson moved to Los Angeles, California and along with friends Spit-Anky, St. <a href=""https://www.last.fm/music/Buc+Fifty"">Read more on Last.fm</a>",6995,44227,"('Mr. Brady', 'LMNO', 'Son Doobie', 'Phil da Agony', 'Defari')"
226,Soul-Junk,"The core of the band is Glen Galaxy (former Trumans Water member, Glen Galloway). Other members include Slo-Ro, Brian Cantrell, Micah Ortega, Ron Easterbrooks, Jon Galaxy and Nathan Poage. Many others are credited per album or track.

The first Soul-Junk release was called ''1950''. Its name was derived from the musical style of the era, a fusion of rock and free jazz. Subsequent albums have been numbered up from 1950; Extended Play releases have been numbered down. Soul-Junk songs have also been released on innumerable compilations. <a href=""https://www.last.fm/music/Soul-Junk"">Read more on Last.fm</a>",5680,93285,"('Half-Handed Cloud', 'I Heart Lung', 'Trumans Water', 'Bizzart', 'Bartholme')"
227,Epic,"There are more than one artists with the name Epic.

1). Epic is a Melodic Black Metal band from France - formed in 1996. They have released one demo and one full-length album.  After the release of their one and only full-length album they split up but, were cherished for their small releases pertaining to the evil ages of dark, old culture after the Roman era. 

The bands over-all sound conveys a traditional Black Metal style similar to Satyricon and even have some Medieval touches in the synthesizers. <a href=""https://www.last.fm/music/Epic"">Read more on Last.fm</a>",12906,108900,"('Graveworm', 'Ancient', 'Bal-Sagoth', 'Frek Sho', 'Nokturnal Mortum')"
228,K.I.D. of Darkroom Familia," <a href=""https://www.last.fm/music/K.I.D.+of+Darkroom+Familia"">Read more on Last.fm</a>",12,65,()
229,Pettidee,"Pettidee (born Dewayne Petty in 1973 in Tallahassee, Florida), is an American rapper. Although born in Tallahassee, he was raised in Jacksonville, Florida, where he eventually made a name for himself as a well known gospel rapper capable of producing an authentic dirty south sound, typically rare for the Christian rap genre because most of the great Christian emcees focus on spouting the underground sound. He currently lives in and produces his music out of Nashville, Tennessee. <a href=""https://www.last.fm/music/Pettidee"">Read more on Last.fm</a>",9645,48610,"('Gospel Gangstaz', 'DJ Maj', 'K-Drama', 'T-Bone', 'The Cross Movement')"
230,Uma,"There's more than one band with the name Uma:
1. Uma — an experimental rock band.
2. UMA — an experimental electronic pop duo from Berlin.

1.
Uma is an Experimental Rock band formed by Om and Pogo back in 2004. The band was in their early days integrated by Starla (guitar), Ulysses (Drums), Pio (Synth), Om (Guitar/Vocals), and Pogo (Bass). The band had a short period of recognition in the underground mexican scene between the years 2004 and 2006 <a href=""https://www.last.fm/music/Uma"">Read more on Last.fm</a>",101843,676267,"('seatrus', 'Soleily', 'はるなば', 'Shoichiro Hirata', 'pianoid')"
231,Noah23,"Since the early 2000s Guelph, Ontario's Noah23 has been building up his reputation of being one of the strangest rappers in the galaxy.  With his quick tongued raps, cultural reference infused stream of consciousness lyricism and a knack for writing gorgeous melodies, Noah has become well respected as one of the top independent Canadian rappers.

Over the years Noah has shared stages and songs with everyone from Clouddead and Sole of the original Anticon collective to Kool Keith, Islands and Matisyahu. <a href=""https://www.last.fm/music/Noah23"">Read more on Last.fm</a>",30529,366527,"('Factor', 'Bleubird', 'Awol One & Factor', 'Kay the Aquanaut', 'Josh Martinez')"
232,Etan G," <a href=""https://www.last.fm/music/Etan+G"">Read more on Last.fm</a>",27,294,"('Debbie Friedman', 'Craig Taubman')"
233,Sunspot Jonz,"Corey Johnson, better known by his stage name Sunspot Jonz, is a rapper from Oakland, California. He is a founding member of Living Legends, a conglomerate of underground hip hop artists from California. He is also one half of Mystik Journeymen along with Luckyiam. <a href=""https://www.last.fm/music/Sunspot+Jonz"">Read more on Last.fm</a>",28756,246188,"('Mystik Journeymen', 'Bicasso', 'Luckyiam', 'Luckyiam.psc', 'The Grouch & Eligh')"
234,Micro,"There are at least eight artists under the name Micro.

1) Micro is a Japanese reggae/pop singer. Formerly a member of the ""Jawaiian"" duo Def Tech, his first few solo works were released under the artist name Micro of Def Tech.

2)  Micro is an experimental/electronic post-rock group from Atlanta, GA.

3) Micro is a portuguese hip-hop collective formed by Assassino aka Nelassassin (DJ), D-Mars (MC) and Sagas (MC).

4) Micro is also a 6-member Thai rock band.  The band was successful in the late 80s and early 90s. <a href=""https://www.last.fm/music/Micro"">Read more on Last.fm</a>",13848,162722,"('Micro of Def Tech', 'キマグレン', 'Spontania', 'Spontania feat. JUJU', 'ET-KING')"
235,Dan-e-o,"Veteran MC, Dan-e-o debuted in 1996 with his first single “Dear Hip Hop” - now considered a Canadian Hip-Hop classic.

One half of the duo Perfeck Strangers with Promise, the group's debut album, ""Series Premiere"" dropped on URBNET Records in March 2012 and reached #1 on Canadian college radio.

His next highly anticipated and long overdue solo album, ""Inevitable"" is set for a 2013 release.

Dan-e-o's long-awaited second album, “See No Evil <a href=""https://www.last.fm/music/Dan-e-o"">Read more on Last.fm</a>",2590,14803,"('Berna', 'Benny Banks', 'squeEks', 'TE dness', 'Morrisson')"
236,Кирпичи,"Кирпичи (Kirpichi; Bricks) — is a rock/rap/funk/rapcore band from St. Petersburg, Russia.
The band was formed in 1994 under a name ""Kirpichi Tyajeli"" (Bricks Are Heavy), but then got renamed to simply ""Kirpichi"".
 In 1995 band released live album ""Live At Polygon"". 
 In 1996 guys released their first studio album ""Кирпичи Тяжелы"". It contained elements of rapcore and funk. 
 The next album was the ""Смерть на Рэйве"", released in 1999.  <a href=""https://www.last.fm/music/+noredirect/%D0%9A%D0%B8%D1%80%D0%BF%D0%B8%D1%87%D0%B8"">Read more on Last.fm</a>",98401,4821907,"('Вася Васин', 'I.F.K.', 'Tequilajazzz', 'Найк Борзов', 'ILWT')"
237,Shut Up and Dance,"Shut Up And Dance - british breakbeat pioneers from scratch. Started with Hip Hop tunes and set up a soundsystem with DJ Hype but soon they integrated House and Techno influences and sped up the beats. With Reinforced SUAD could count as inventors of UK Hardcore. Early classics like Lamborghini, 10 Pounds To Get In, Greenman, The Art Of Moving Butts or the famous Raving I'm Raving saved them a place in the Hall Of Fame of UK Hardcore. After having <a href=""https://www.last.fm/music/Shut+Up+and+Dance"">Read more on Last.fm</a>",34521,155025,"('Sonz of a Loop da Loop Era', 'DJ Seduction', 'The House Crew', 'Altern 8', 'Acen')"
238,Белые Братья," <a href=""https://www.last.fm/music/+noredirect/%D0%91%D0%B5%D0%BB%D1%8B%D0%B5+%D0%91%D1%80%D0%B0%D1%82%D1%8C%D1%8F"">Read more on Last.fm</a>",4912,45463,"('Nonamerz', 'Сэт', 'Umbriaco', 'Dead Poets', 'D.O.B. Community')"
239,Fabolous,"John David Jackson (born November 18, 1977 in Brooklyn, New York), better known by his stage name Fabolous, is a Grammy award nominated American rapper, actor and designer signed to Def Jam Records. He released his debut album, Ghetto Fabolous in 2001 and has since released 2003's Street Dreams, 2004's Real Talk and 2007's From Nothin' To Somethin', all of which have collectively sold over four million copies in the United States. His fourth studio album, Loso's Way, was released in July of 2009 and debuted at #1 on the Billboard 200 chart. <a href=""https://www.last.fm/music/Fabolous"">Read more on Last.fm</a>",1815974,15245410,"('Jadakiss', 'Lloyd Banks', 'Beanie Sigel', 'T.I.', 'Styles P')"
240,Белый шоколад," <a href=""https://www.last.fm/music/+noredirect/%D0%91%D0%B5%D0%BB%D1%8B%D0%B9+%D1%88%D0%BE%D0%BA%D0%BE%D0%BB%D0%B0%D0%B4"">Read more on Last.fm</a>",971,5728,()
241,Cavemen Speak,"Cavemen speak were formed in 2000 in the heart of Kortrijk, Belgium. Their own and original approach to hip-hop made them steal hearts all over the world. In Europe, jumping live performances that made it possible for them to play a lot of different kinds of clubs. Their first albums also have an entertaining storyline linking all their songs together into one listenable and readable theater of metaphors on beats. 

Cavemen speak played their inaugural show 20th of april 2002 by opening up for nobody less then BUCK65. <a href=""https://www.last.fm/music/Cavemen+Speak"">Read more on Last.fm</a>",3431,46389,"('Zucchini Drive', 'Gunporn', 'Bleubird', 'Otem Rellik', 'epic and nomad')"
242,Ghetto Concept,"Ghetto Concept is a Canadian hip-hop duo from Toronto, Ontario, comprised of Kwajo Cinqo and Dolo. Infinite, who is currently a solo artist, is a former member of Ghetto Concept.

Kwajo Cinqo (Kwajo Boateng) and Dolo (Lowell Frazier) formed Ghetto Concept in 1989, hailing from the Rexdale and Lawrence Heights neighbourhoods of Toronto.[1] Their first single ""Certified"" was released in 1993, by independent label Groove-a-Lot Records. In 1995, they released ""E-Z On Tha Motion"", which introduced their newest member, Infinite (Desmond Francis). <a href=""https://www.last.fm/music/Ghetto+Concept"">Read more on Last.fm</a>",14488,71634,"('Pudgee', 'Red Hot Lover Tone', 'Lord Digga', 'Ran Reed', 'Street Connect')"
243,Luzer,"Luzer / Lúzer is slovak rapper from region Zahorie
http://www.youtube.com/watch?v=EtCPJ02Ci2k

Luzer is a mexican band from Ciudad de México <a href=""https://www.last.fm/music/Luzer"">Read more on Last.fm</a>",2997,41544,"('Delik & Bene', 'Moja Reč', 'IdeaFatte', 'Dan García', 'Delik')"
244,Gog,"There are multiple artists using the this name:

1) Gog is a drone doom band from Phoenix, Arizona. ""At its darkest, Gog is an imposing glorification of nothing. At its brightest, Gog is our saviour. A swirling vortex of white and black, virtue and nihil, that finds equilibrium in entrancing drone.""

2) GOG is a Brazillian rap act.

3) Gog is a black metal band from Bolivia.

4) Gog is a power/heavy metal band from Mexico.

5) Mexico City’s native <a href=""https://www.last.fm/music/Gog"">Read more on Last.fm</a>",20357,189799,"('Realidade Cruel', 'Ndee Naldinho', 'RZO', '509-E', 'De Menos Crime')"
245,Rusty Ps,"The Rusty Ps is a hip hop/rap group based in Milwaukee, Wisconsin. Initially known as the Rusty Pelicans after forming in 1995, its membership currently consists of Phantom Channel (MC), Count Classic (MC), S Watson (production), and Madhatter (DJ).

The story of the Rusty Ps begins in 1982 when S Watson attended kindergarten with the Phantom Channel. The two attended Neskara Elementary in Milwaukee, WI, for their first year of school. Watson, an <a href=""https://www.last.fm/music/+noredirect/Rusty+Ps"">Read more on Last.fm</a>",40,465,()
246,Poetic Ammo,"Poetic Ammo (used to be known as PMO or Poetic Ammunition) was a Malaysian rap/hip-hop  group. The group consists of Yogeswaran Veerasingam a.k.a Yogi B, Chandrakumar Balakrishnan a.k.a Land Slyde, Nicholas Ong a.k.a Point Blanc and Sashi Kumar Balakrishnan a.k.a C.Loco. Most of their songs are in English but they have also released tracks in Malay, Tamil, and Cantonese.

The group was founded by Yogi B in 1990. The original members of Poetic Ammo were Yogi B and Anand and they were formerly known as DEFX. <a href=""https://www.last.fm/music/Poetic+Ammo"">Read more on Last.fm</a>",662,7139,"('Too Phat', 'Oag', 'Disagree', 'Seven Collar T-Shirt', 'V.E.')"
247,Flaco,"There are 4 artists with the name Flaco.
1)Greek lowbap artist please right tag isFlaco lowbap
2) Mr. Flaco is a underground hip-hop and gangster rap artist from California, who owns the record label, 707 Untouchable Records. For more info contact www.myspace.com/flax707 or www.soundclick.com/MrFlaco.

3) Flaco is a drum'n'bass producer from Gainesville, Florida.

4) Flaco is a hip/hop artist from Indianapolis, Indiana, who released The Bored Solider Mixtape in 2010, and will release his second, HIGH.MOM in 2011. <a href=""https://www.last.fm/music/Flaco"">Read more on Last.fm</a>",7541,57504,"('Savage Rehab', 'Cutworks', 'Scott Allen', 'DJ Clart', 'Paul SG')"
