,Artist,Biography,Listeners,Playcount,Similar
55,Miquel Pujadó," <a href=""https://www.last.fm/music/+noredirect/Miquel+Pujad%C3%B3"">Read more on Last.fm</a>",148,623,"('Miquel Gil', 'Feliu Ventura', 'Grup de folk', 'Ovidi Montllor', 'Al Tall')"
56,Ho-Hum,"Ho-Hum is a pop/rock band formed in Bradley, Arkansas by brothers Lenny and Rod Bryan. They both attended Ouachita Baptist University, where they recorded a homemade demo that earned the band a label deal with Universal Records. They released their first album, Local, in 1996, produced by Clive Langer and Alan Winstanley. Ho-Hum asked and was granted release from their contractual obligation to Universal when the band claimed the label did not sufficiently promote the album. <a href=""https://www.last.fm/music/Ho-Hum"">Read more on Last.fm</a>",738,10475,"('Boondogs', 'The Moving Front', 'The Big Cats', 'Mulehead', 'Smoke Up Johnny')"
57,Carbona,"Carbona is a Brazilian bubblegum punk band formed in 1998. Soon after releasing debut album Go Carbona Go by Canadian label AMP Recs, the band toured across the U.S.A. and Canada with bands like Marky Ramone and The Intruders, Chixdiggit and Groovie Ghoulies. The members of the band are Henrique Badke on vocals and guitar, Melvin on bass, and Pedro on drums. <a href=""https://www.last.fm/music/Carbona"">Read more on Last.fm</a>",15978,680187,"('Magaivers', 'Fistt', 'Holly Tree', 'Pelebrói Não Sei?', 'Os Thompsons')"
58,Björgvin Halldórsson,"Björgvin Halldórsson was born on April 16th 1951. He started singing with the band Bendix and the moment he first appeared on stage singing Penny Lane, he kick started one of the most brilliant careers in Icelandic pop music history. He soon formed the band Ævintýri (Fairytale) with Sigurjón Sighvatsson(Joni Sighvatsson)and Arnar Sigurbjörnsson. He fulfilled his dream of becoming a ""Pop Idol"" with that band, when they performed in the Laugardalshöll arena for 4300 people who then voted him pop superstar of the year on October 1st 1969. <a href=""https://www.last.fm/music/+noredirect/Bj%C3%B6rgvin+Halld%C3%B3rsson"">Read more on Last.fm</a>",5033,72246,"('Helgi Björnsson', 'Pálmi Gunnarsson', 'Vilhjálmur Vilhjálmsson', 'Sálin Hans Jóns Míns', 'Mannakorn')"
59,Sam Sam," <a href=""https://www.last.fm/music/Sam+Sam"">Read more on Last.fm</a>",4436,42463,"('Banda Bostik', 'Heavy Nopal', 'Sur 16', 'Blues Boys', 'BARRIO POBRE')"
60,Tennessee," <a href=""https://www.last.fm/music/Tennessee"">Read more on Last.fm</a>",5056,29825,"('Rey Lui', 'Loquillo Y Los Intocables', 'Los Zigarros', 'Más Birras', 'Alejo Stivel')"
61,Repe," <a href=""https://www.last.fm/music/Repe"">Read more on Last.fm</a>",102,847,"('Billy se Fue', 'Claroscuro', 'Sentimiento Muerto', 'Dermis Tatú', 'Chucknorris')"
62,John Wetton,"John Kenneth Wetton (12 June 1949 – 31 January 2017) was an English progressive rock singer, bassist, and songwriter. He was born in Willington, Derbyshire, and grew up in Bournemouth. He rose to fame with bands Mogul Thrash, Family, King Crimson, Bryan Ferry and Roxy Music, Uriah Heep, UK and Wishbone Ash.
After his period with King Crimson, Wetton formed UK, and later he was the frontman and principal songwriter of the supergroup Asia, which proved to be his biggest commercial success. <a href=""https://www.last.fm/music/John+Wetton"">Read more on Last.fm</a>",30074,294841,"('Asia', 'UK', 'King Crimson', 'Yes', 'Steve Hackett')"
63,Johnny Clarke,"During the middle of the 1970s Johnny Clarke stood at a Crossroads of Jamaican music, and was the point about which Reggae music turned during the ""Golden Era"" of '70s Roots Reggae. Briefly there was no more popular act than he in Jamaica, and this in a country where popularity is exceptionally hard won.

He was nominated best vocalist five times in his own country, an indication of the love Jamaicans have for his voice and music. There are many reasons as to why he commands the respect of his countrymen <a href=""https://www.last.fm/music/Johnny+Clarke"">Read more on Last.fm</a>",174470,1218602,"('Leroy Smart', 'Dennis Brown', 'Cornell Campbell', 'Barry Brown', 'Horace Andy')"
64,The Laurie Berkner Band," <a href=""https://www.last.fm/music/+noredirect/The+Laurie+Berkner+Band"">Read more on Last.fm</a>",39719,913897,()
65,Txapelpunk,"Punk band which was born in 1999 in Lekeitio, Basque Country (Spain). The group formed around singer Iñigo (ex-member of Etsaiak) and Jul (guitarist of the punk legend band R.I.P.. All TXAPELPUNK members were before in other bands but they wanted to back to the roots, a simple, easy, direct and fast punk rock like early 80s. At date TXAPELPUNK has recorded six length albums and some tracks in different compilations. 
https://www.facebook.com/txapelpunktaldeaofiziala <a href=""https://www.last.fm/music/Txapelpunk"">Read more on Last.fm</a>",6331,58497,"('Etsaiak', 'Tijuana in blue', 'Leihotikan', 'The Meas', 'Zirrosis')"
66,LIMON SUTIL," <a href=""https://www.last.fm/music/LIMON+SUTIL"">Read more on Last.fm</a>",253,1724,"('El Templo', 'Deliverans', 'Paiko', 'La Secreta', 'Steel Rose')"
67,Biquini Cavadão,"Biquini Cavadão é uma banda de rock brasileira formada em 1983 no Rio de Janeiro. Atualmente composto por Bruno Gouveia, Carlos Coelho, Miguel Flores e Álvaro Lopes tendo como músicos convidados o baixista Marcelo Magal (que substituiu Andre Sheik, que saiu da banda em 2000) e o saxofonista Walmer Carvalho, a banda fez parte da segunda geração de bandas dos anos 80. <a href=""https://www.last.fm/music/+noredirect/Biquini+Cavad%C3%A3o"">Read more on Last.fm</a>",165428,3336578,"('Capital Inicial', 'Ira!', 'Os Paralamas Do Sucesso', 'Nenhum de Nós', 'RPM')"
68,Duble Buble," <a href=""https://www.last.fm/music/Duble+Buble"">Read more on Last.fm</a>",414,3787,"('Quim Mandado', 'Pep Sala', 'Sau', 'Els Pets', ""Ja T'ho Diré"")"
69,Xabier Montoia,"Former lead singer of M-ak and writer. <a href=""https://www.last.fm/music/Xabier+Montoia"">Read more on Last.fm</a>",403,2747,"('Ama Say', 'Rafa Rueda', 'Anari', 'Ruper Ordorika', 'Kashbad')"
70,Mínus,"The Icelandic rock band Mínus originally formed in 1998 as a hardcore metal band after meeting as two seperate bands in a shared band room in a local youth hall. After meeting for several months they entered and won battle of the bands, they went on to released the album ""Hey Johnny!"" that later followed by the more progressive ""Jesus Christ Bobby"". Their most recent album ""Halldór Laxness"" was named after a famous icelandic author and the only Icelander to have won the Nobel Prize. <a href=""https://www.last.fm/music/+noredirect/M%C3%ADnus"">Read more on Last.fm</a>",5746,103975,"('Botnleðja', ""Benny Crespo's Gang"", 'Ensími', 'Minus', 'Bubbi')"
71,Afroditi Manou,"Αφροδίτη Μάνου <a href=""https://www.last.fm/music/+noredirect/Afroditi+Manou"">Read more on Last.fm</a>",1970,14782,()
72,Dead or American,"Formed in Stirling on January 1st 2000, DorA are generally labelled ""post-hardcore"" but this narrowing tag only applies if it incorporates the same spirit of invention that made bands like Fugazi, Cable, Helmet and Jawbox great. Obvious childhood influences from the worlds of hardcore and grunge are combined with a passion for alternative pop. Ultimately elements of artists as diverse as Unsane, Interpol, Elliott Smith and Fu Manchu are smashed together at high speed yet <a href=""https://www.last.fm/music/Dead+or+American"">Read more on Last.fm</a>",603,7762,"('Hey Enemy', 'Fickle Public', 'Super Adventure Club', 'LaFaro', 'Sucioperro')"
73,Código Zero," <a href=""https://www.last.fm/music/C%C3%B3digo+Zero"">Read more on Last.fm</a>",38,248,"('asdf', 'Sensor', 'Cuatro y medio', 'Radio Kaos', 'Rostros Ocultos')"
74,Yami Bolo,"International star Yami Bolo has been recording and performing ""Jah-centered"" cultural reggae since the 1980s. Bolo believes that he has been divinely called to make himself and his entourage revolutionary soldiers of the Almighty on a mission to spread their message of love, peace and hope to the entire world with their performances and recordings. He is particularly interested in uplifting the youth songs that warn against violence such as ""Gun War. <a href=""https://www.last.fm/music/Yami+Bolo"">Read more on Last.fm</a>",24923,118575,"('Natty King', 'Mikey General', 'Ras Shiloh', 'Norris Man', 'Jah Mali')"
75,Yoshio," <a href=""https://www.last.fm/music/Yoshio"">Read more on Last.fm</a>",1425,11665,"('ERIKA BUENFIL', 'Claudio Bermudez', 'Mercurio', 'Sonia Rivas', 'Gualberto Castro')"
76,Quarkspace,"Quarkspace is an American psychedelic band that has been together since the mid 1980s.  They are known for combining improvisational spacerock, electronic experimenation with folk and progressive songwriting.

Musically, Quarkspace's influences straddle the American and English psychedelic scenes of the late 60s - namely The Grateful Dead, Buffalo Springfield and Jefferson Airplane from America combined with the more keyboard-oriented Soft Machine and Pink Floyd from the UK. <a href=""https://www.last.fm/music/Quarkspace"">Read more on Last.fm</a>",2133,15929,"('Space Ritual', 'Noetics', 'Phreniac', 'ici maintenants', 'Darxtar')"
77,Warren Smith,"There are at least two artists/musicians by the name of Warren Smith.  Warren Smith (b. 7 February 1932, 

Humphreys County, Mississippi - d. 31 January 1980) was a pioneer rockabilly singer and guitar player.
Smith was born to Ioda and Willie Warren Smith, who divorced when he was young. He was raised by his maternal grandparents in Louise, Mississippi where they had a small farm and dry goods store.

Smith took up the guitar to while away his evenings while in the United States Air Force stationed in San Antonio, Tx. <a href=""https://www.last.fm/music/Warren+Smith"">Read more on Last.fm</a>",109757,501597,"('Ray Smith', 'Billy Lee Riley', ""Johnny Burnette & The Rock 'n' Roll Trio"", 'Sonny Burgess', 'Carl Perkins')"
78,Aarktica,"Aarktica is a musical collective based in New York City, United States, conceived in the winter of 1998 when sole member Jon DeRosa's permanently lost his hearing in his right ear. As his hearing loss became less of a distraction and more of a new way of listening, Aarktica became a means to execute the soundtrack of the life in mono he now faced; one of audio distortions, aural hallucinations and a reliance on painkillers. The first album ""No Solace in Sleep"" <a href=""https://www.last.fm/music/Aarktica"">Read more on Last.fm</a>",41886,577771,"('Auburn Lull', 'Windy & Carl', 'Labradford', 'Hammock', 'Manual')"
79,sleepy.ab,"sleepy.ab is a four-piece post-rock band from Hokkaido, Japan formed in April 2002. They describe their music as having characteristic melodies of transparency and floating aimlessly. The ""ab"" in their name stands for ""abstract"", and it isn't pronounced when spoken.

sleepy.ab members are: 成山剛 (Tsuyoshi Nariyama) on vocals/guitar , 山内憲介 (Kensuke Yamauchi) on guitar, 田中秀幸 (Hideyuki Tanaka) on bass guitar, and 鈴木浩之 (Hiroyuki Suzuki; ex-ART-SCHOOL, U&DESIGN, GOLIATH) on drums (support member). <a href=""https://www.last.fm/music/sleepy.ab"">Read more on Last.fm</a>",14866,1023276,"('sleepy.ac', 'wooderd chiarie', 'メレンゲ', 'peridots', 'BURGER NUDS')"
80,Crummy Stuff," <a href=""https://www.last.fm/music/Crummy+Stuff"">Read more on Last.fm</a>",982,8016,"('Senzabenza', 'Gli Impossibili', 'Impossibili', 'Derozer', 'The Manges')"
81,Marco Antonio Muñiz,"Marco Antonio Muñiz (born March 3, 1933) is a famous singer from Jalisco, Mexico. Known all over Latin America, Muniz actually has declared publicly and in most countries he has visited, that Puerto Rico is his second country, and many Puerto Ricans consider him to be an ""honorary Puerto Rican"". A few Puerto Rican song standards (such as the danza ""Alondras en el bosque"") have Muñiz as their definitive interpreter.

Muniz was born in Guadalajara, Jalisco. <a href=""https://www.last.fm/music/+noredirect/Marco+Antonio+Mu%C3%B1iz"">Read more on Last.fm</a>",20065,133385,"('Pedro Vargas', 'Leo Marini', 'Felipe Pirela', 'Lucho Gatica', 'Olga Guillot')"
82,Doctor Explosion," Llevan más de 20 años demoliendo escenarios y salas de conciertos provocando el desparrame colectivo, han pateado los lugares más insospechados del planeta. Probablemente casi ningún grupo español puede presumir de un currículum internacional tan extenso como ellos. Europa los ha visto desfilar (Francia, Holanda, Suiza, Italia, Alemania…), pero también han pateado sitios como Australia, Rusia, Estados Unidos y Nueva Zelanda (de eso no puede presumir nadie más en España). <a href=""https://www.last.fm/music/Doctor+Explosion"">Read more on Last.fm</a>",8826,89776,"('Wau Y Los Arrrghs!!!', 'Los Peyotes', 'Hollywood Sinners', 'Los Chicos', 'Los Explosivos')"
83,Taxband," <a href=""https://www.last.fm/music/Taxband"">Read more on Last.fm</a>",22,159,"('4D4U', 'Dr. Jet', 'Rocktrotters', 'Pateando al Perro', 'A pie')"
